1
1000 100000
4 25 2
321 437 2
874 875 1
667 795 1
854 543 1
253 936 2
843 826 1
408 441 2
54 886 2
917 805 2
310 119 1
861 869 1
543 143 2
944 472 1
839 114 1
591 984 1
212 66 1
164 315 2
442 319 1
747 256 1
361 224 2
947 584 2
142 621 2
559 85 1
844 419 1
106 421 1
331 918 2
541 285 1
594 162 2
38 676 1
412 604 1
925 369 1
570 14 2
489 623 1
337 258 1
613 35 2
371 551 1
998 865 1
821 880 2
180 452 2
977 214 1
37 736 2
832 172 1
509 894 2
929 407 1
303 568 2
635 376 1
633 108 2
311 778 1
55 254 1
238 445 2
904 622 2
454 25 1
799 835 1
779 384 1
844 654 2
262 515 1
600 870 1
112 838 1
439 830 1
106 370 2
363 470 2
588 173 2
74 599 1
804 106 1
953 226 1
724 376 1
566 865 2
873 964 2
805 199 2
119 537 2
521 385 2
93 586 1
619 670 1
117 227 1
694 705 1
848 986 1
285 133 1
676 916 2
15 307 2
526 371 2
421 53 2
383 468 2
997 552 2
924 651 1
741 456 1
241 898 1
477 247 2
528 855 2
185 400 2
388 722 2
668 182 1
591 664 1
95 445 2
626 146 2
269 577 2
973 298 2
357 882 2
622 594 1
510 618 1
205 641 1
369 53 1
696 24 2
557 90 1
199 148 1
918 184 2
924 301 1
140 370 2
702 805 1
809 459 1
881 985 2
858 733 1
887 391 2
966 586 2
237 136 1
359 951 1
384 351 2
76 937 1
813 840 2
377 374 2
459 183 1
514 999 2
283 801 2
919 275 2
587 474 1
999 142 2
88 451 2
189 549 2
785 37 1
283 288 2
388 754 1
604 721 1
615 356 2
671 151 1
313 962 2
747 673 2
757 766 2
737 158 1
203 13 1
364 239 2
524 57 2
253 557 1
871 348 1
424 947 2
817 621 2
281 107 2
936 738 1
565 726 1
495 387 1
986 165 2
758 908 1
23 224 1
161 615 2
629 935 2
531 600 1
6 57 1
679 617 2
675 535 2
942 931 1
894 337 2
460 559 2
598 944 1
429 768 2
147 392 1
405 728 1
670 342 1
988 707 2
75 367 2
464 908 1
792 328 2
23 624 2
904 79 2
169 849 2
829 81 1
989 516 1
737 465 2
882 778 2
767 33 1
796 70 1
425 268 2
1 282 1
398 765 2
274 720 2
941 126 2
853 95 2
602 59 2
227 372 2
193 987 2
631 798 2
675 880 2
244 353 2
347 240 1
221 477 2
135 679 2
811 21 1
139 531 2
458 725 1
794 770 2
363 342 1
40 13 1
453 493 2
894 298 2
308 984 1
199 423 2
684 952 2
907 874 1
794 294 2
22 804 2
96 993 1
820 111 1
237 251 1
462 635 1
784 993 2
238 630 2
49 670 1
205 88 1
17 624 1
325 188 1
777 220 1
492 493 1
286 416 1
19 72 1
144 510 2
23 209 2
197 766 1
522 697 1
473 285 1
615 105 1
619 883 1
786 829 2
876 516 2
701 908 2
727 256 2
271 237 2
644 66 1
768 122 1
113 931 1
90 358 2
300 826 1
809 68 1
177 527 2
726 209 1
23 902 2
62 605 1
595 492 2
816 592 2
413 384 1
758 815 2
767 114 2
216 479 1
877 723 2
39 243 2
606 184 1
387 461 1
664 353 2
889 183 2
373 666 2
544 560 1
871 99 1
249 469 2
575 801 2
975 323 2
560 321 1
186 869 2
172 581 1
167 179 1
638 22 1
120 671 2
736 736 1
556 711 1
547 240 1
701 696 2
574 370 2
155 187 2
246 564 1
203 268 2
647 924 2
279 406 1
956 195 2
200 148 1
916 378 2
40 609 2
34 309 2
81 70 1
392 547 2
941 346 2
721 625 2
158 727 1
47 189 2
424 856 2
73 443 2
733 114 2
399 734 2
794 144 1
15 906 2
93 228 1
628 354 1
951 514 2
334 549 1
546 277 2
182 93 1
13 520 1
71 20 2
760 855 1
457 8 1
335 505 1
632 500 2
35 404 2
224 495 2
575 998 2
217 665 2
182 572 2
801 629 2
55 9 1
114 713 1
362 960 2
617 97 1
450 156 2
743 49 2
156 47 2
756 41 1
215 116 2
232 948 2
445 381 2
416 287 2
696 542 1
438 738 2
75 61 1
790 774 1
747 325 1
143 512 1
173 780 1
958 924 2
803 88 2
351 749 2
213 536 2
423 852 2
566 567 1
433 792 2
489 545 2
27 1 1
346 926 1
386 712 2
615 359 1
377 439 1
719 251 1
588 816 2
68 759 1
930 548 1
631 94 1
474 861 2
412 996 2
685 787 1
722 108 2
324 253 2
124 638 1
245 608 2
225 531 2
403 589 1
335 600 1
20 956 2
282 325 1
911 215 1
700 887 2
11 398 2
524 206 1
23 888 2
618 801 1
543 415 1
745 482 1
321 642 2
829 796 1
305 317 1
329 477 1
637 536 2
976 766 2
397 513 2
587 36 1
727 918 1
155 429 1
178 879 2
38 711 1
372 692 2
44 576 2
118 526 2
138 726 2
869 794 2
92 384 1
33 425 1
226 550 2
244 177 1
572 708 1
282 558 2
920 852 2
643 139 2
10 865 1
769 762 1
328 675 2
167 509 1
101 705 2
277 281 1
456 945 2
301 314 2
796 948 1
705 830 2
86 679 2
27 144 2
485 191 2
132 89 2
972 933 2
829 148 2
135 592 2
552 511 2
821 141 2
153 330 2
385 432 2
345 467 1
343 446 1
791 410 1
218 219 2
758 137 2
714 650 2
637 125 2
877 545 2
195 371 1
599 232 1
855 42 2
320 552 1
218 821 1
627 853 1
200 876 2
442 278 2
201 589 1
709 306 2
299 624 1
661 786 2
920 442 2
298 894 1
462 172 1
963 41 2
994 201 2
388 398 2
608 404 1
281 436 2
689 884 1
139 151 1
854 466 1
137 261 1
731 736 1
413 357 1
159 177 2
965 127 2
560 493 2
51 503 2
116 500 2
774 566 2
45 715 2
99 875 2
933 595 2
652 811 1
25 831 2
276 745 2
468 372 1
331 71 1
402 390 1
268 609 1
663 410 2
957 977 1
530 727 1
347 833 1
73 538 1
174 87 2
440 499 2
804 156 1
234 378 2
183 470 2
646 853 1
48 296 2
709 275 2
5 880 1
699 32 1
821 547 2
341 801 2
326 845 1
661 28 1
783 604 2
959 911 1
166 214 1
391 296 2
371 485 1
836 233 2
619 41 1
486 933 1
322 566 2
800 27 1
364 633 2
662 460 2
474 502 2
982 201 1
504 863 2
752 675 1
791 791 1
540 736 2
39 283 2
227 330 2
609 900 1
848 634 2
801 585 2
100 223 2
404 463 1
26 395 2
463 947 2
349 973 2
479 323 1
698 322 1
177 270 2
601 570 1
538 201 1
175 974 2
176 391 2
101 937 2
293 72 1
244 21 1
154 978 1
481 360 1
435 926 1
485 589 2
454 266 2
902 578 2
921 316 1
975 374 2
683 757 2
751 59 2
164 634 1
813 712 2
720 112 1
518 608 2
190 504 2
714 14 2
508 495 2
263 688 2
704 154 2
477 314 2
918 369 2
192 428 1
961 779 2
945 246 1
470 562 1
428 41 2
195 74 2
180 954 1
662 124 1
640 723 2
427 373 2
154 935 1
574 633 2
691 416 2
216 765 1
102 897 2
638 158 1
766 114 1
590 759 2
920 616 2
328 310 2
248 270 2
20 667 2
180 415 1
783 545 1
600 93 2
220 251 2
224 223 1
353 154 2
37 163 2
803 258 2
858 165 1
763 268 1
758 618 1
220 5 1
999 610 1
829 322 1
491 2 2
170 270 1
696 513 1
364 821 1
791 428 2
515 753 2
524 26 2
303 53 2
338 836 2
432 623 2
879 811 1
10 686 2
323 481 1
793 590 2
194 489 1
363 893 2
748 439 2
591 300 2
96 285 1
915 367 1
536 266 1
467 523 2
145 660 1
651 719 1
882 373 1
413 913 2
663 884 2
990 114 2
264 68 1
210 200 2
161 246 2
996 34 1
552 741 1
605 558 2
130 519 2
657 128 1
868 607 1
271 982 2
902 881 1
371 444 1
913 123 1
250 102 2
778 957 1
439 555 1
570 609 2
466 496 2
248 225 2
412 469 2
339 556 2
747 781 2
449 562 2
49 985 1
988 575 2
694 135 2
770 967 2
404 24 2
527 629 1
264 842 1
86 122 2
335 347 2
867 879 1
635 77 1
403 948 1
798 600 2
102 869 2
271 21 2
138 438 1
443 581 1
270 9 2
246 415 1
769 179 2
287 111 2
473 252 1
518 90 1
900 851 2
422 935 2
540 207 2
863 173 1
502 765 1
223 203 2
380 757 2
381 611 2
861 995 2
408 569 1
4 278 1
148 978 2
52 988 2
472 592 2
435 643 2
356 90 2
323 689 1
173 197 2
790 592 2
822 586 1
553 759 2
926 438 1
140 957 1
282 464 1
62 85 1
266 566 1
980 774 1
328 813 2
89 203 1
317 190 2
54 824 1
671 544 2
881 728 1
158 169 2
631 708 2
761 760 2
711 692 1
125 44 2
600 135 2
763 578 1
766 464 2
934 811 2
650 66 2
746 404 2
656 807 2
63 390 2
982 30 2
476 798 1
826 230 1
910 788 2
645 593 1
427 884 1
2 800 1
1 314 2
95 634 1
205 429 2
589 62 1
380 186 1
170 953 1
998 795 2
26 979 1
990 842 2
921 77 1
62 403 2
766 49 1
392 163 1
650 950 1
455 62 2
861 414 2
252 235 1
809 390 1
421 931 2
172 94 1
754 415 2
134 219 1
60 606 2
502 884 2
319 157 2
421 48 2
384 384 1
454 170 2
732 309 1
151 557 1
98 608 1
1000 917 2
42 804 1
462 480 1
55 879 2
618 165 2
266 579 2
398 679 2
450 37 2
871 557 2
256 977 1
33 168 1
376 291 2
798 596 2
81 978 2
691 326 2
573 863 2
815 689 2
280 563 1
279 346 1
30 885 1
365 946 2
583 634 1
498 507 1
257 669 1
703 462 1
106 587 1
52 331 2
604 1 2
557 37 2
718 161 1
898 505 1
23 594 1
826 204 2
42 971 2
418 8 1
596 863 2
600 150 2
513 900 1
699 115 2
907 297 1
298 429 1
893 678 1
96 109 2
227 747 2
41 383 1
210 380 1
556 451 2
829 946 2
500 431 1
563 980 1
856 422 1
26 933 1
823 682 1
137 541 1
312 46 2
417 933 1
569 188 2
445 471 1
716 981 2
894 867 2
210 491 2
686 637 1
802 627 1
607 6 2
826 680 1
289 18 2
913 610 1
196 465 1
38 612 2
779 804 1
523 580 2
955 801 1
133 662 2
810 916 2
453 404 1
494 13 2
197 116 1
706 788 2
819 617 1
212 405 1
143 443 2
61 640 1
463 408 1
564 204 2
190 475 2
602 608 1
585 789 1
30 237 2
471 772 1
575 105 1
117 787 1
1000 593 1
896 517 1
192 84 2
734 528 1
374 850 2
480 595 2
716 784 2
721 27 2
481 806 2
533 172 2
972 508 2
446 666 1
619 135 1
247 933 1
416 746 2
219 472 2
67 387 2
180 642 1
442 724 2
494 140 1
566 217 2
469 723 1
578 660 1
945 367 2
693 659 1
893 476 1
93 298 2
145 70 1
392 127 2
733 5 1
863 794 2
801 498 2
131 691 1
453 509 2
706 692 1
474 87 2
781 688 1
7 176 2
931 324 2
729 467 1
781 698 1
263 671 2
996 952 2
186 590 2
558 131 1
705 29 1
296 992 1
895 995 1
603 464 2
429 301 1
811 957 1
737 776 1
7 311 2
772 193 1
490 726 2
354 644 2
646 430 1
385 625 1
494 846 1
382 645 1
722 924 1
81 510 1
675 180 1
203 460 1
470 231 2
740 808 2
677 554 2
331 895 2
555 477 1
834 721 2
771 530 1
303 385 2
402 927 2
27 895 1
151 414 1
951 309 2
161 867 2
568 393 1
155 506 1
127 966 1
748 531 2
888 529 2
647 314 2
456 815 1
138 191 1
615 603 1
430 241 1
595 658 2
215 579 1
730 22 1
830 482 2
197 343 2
883 111 1
971 29 2
352 654 2
13 965 2
752 512 1
455 565 1
774 724 2
335 614 1
109 444 2
793 770 2
255 468 1
234 765 2
424 37 1
141 193 2
757 41 1
60 835 2
144 223 2
585 376 1
841 944 2
916 930 1
456 979 1
189 219 1
832 831 2
519 96 2
820 677 2
797 632 1
855 472 2
239 384 1
16 407 2
877 324 2
559 722 1
610 652 1
571 131 2
713 33 2
634 188 1
281 674 1
169 860 1
432 940 2
262 904 1
87 918 1
392 370 1
986 404 2
568 431 2
431 202 1
3 692 2
931 716 1
105 287 2
859 783 1
815 913 1
452 479 2
422 750 1
9 428 1
714 708 1
837 970 2
218 439 1
300 927 1
620 287 1
890 292 2
905 142 2
537 14 1
586 751 1
477 857 2
750 3 1
393 31 1
659 875 2
841 386 2
757 440 2
417 194 1
429 59 1
678 896 2
290 8 2
602 305 2
22 250 2
229 14 1
954 678 1
671 290 1
131 285 1
378 849 1
512 925 1
809 203 1
511 518 2
483 228 1
238 880 2
12 126 2
882 716 1
144 863 2
502 37 2
973 276 2
513 695 2
241 127 2
811 447 2
737 546 1
89 825 2
589 189 2
856 308 2
645 340 1
176 563 2
764 182 2
526 567 2
30 593 2
641 369 2
999 519 1
706 591 1
530 907 1
529 883 1
113 833 1
103 475 1
266 837 2
20 711 1
921 658 2
709 620 1
567 251 2
208 704 2
619 30 2
389 413 1
834 488 2
84 197 1
615 251 2
897 916 1
240 882 1
326 448 2
341 12 2
194 821 2
157 489 2
675 712 1
974 103 2
955 256 1
30 206 1
620 448 2
327 549 1
406 916 2
597 967 2
714 249 2
963 93 2
139 876 2
825 949 1
149 926 1
427 764 2
652 359 2
513 732 2
172 569 2
443 154 1
545 851 2
842 672 2
880 352 2
5 236 2
656 571 1
390 703 2
273 188 2
291 377 1
380 4 2
479 284 1
411 71 1
77 283 2
800 479 2
614 946 1
50 937 2
576 438 2
945 354 2
820 205 1
249 378 2
464 449 2
680 643 2
203 325 1
68 70 1
733 377 2
372 163 2
324 649 2
625 234 2
46 714 2
6 24 1
927 248 2
431 724 1
181 565 2
168 343 2
744 90 1
786 659 1
551 934 2
376 785 1
830 618 2
177 139 1
675 410 1
452 130 1
219 639 2
338 767 2
775 587 2
559 76 1
622 710 1
11 282 2
21 661 1
143 150 2
984 603 1
689 177 2
468 386 2
976 137 2
373 771 2
106 518 1
599 87 1
187 666 1
83 317 2
618 906 2
109 284 2
636 386 1
814 754 2
633 699 1
317 604 1
344 487 1
365 922 1
514 47 2
652 357 2
372 970 2
17 531 2
814 380 1
659 773 2
126 130 2
233 483 2
533 645 1
17 174 2
412 263 1
341 51 1
236 212 2
411 166 2
308 192 2
605 122 2
134 81 2
143 42 1
875 469 1
564 441 1
250 92 2
286 885 1
82 694 2
896 944 2
931 897 1
731 433 1
719 809 2
368 376 2
44 838 2
793 855 2
792 856 2
855 67 1
67 371 2
264 546 2
692 386 1
177 786 1
587 610 2
29 553 1
25 338 2
192 297 2
14 163 1
336 783 2
440 676 1
356 151 2
468 104 2
906 768 2
393 203 2
617 655 1
42 758 2
426 720 1
578 540 1
462 208 2
399 917 1
690 745 2
373 484 1
782 807 1
796 685 2
402 838 2
694 187 2
746 786 2
38 750 2
450 615 1
723 125 2
172 223 1
326 65 2
475 718 2
630 209 2
737 964 1
339 272 1
61 737 2
148 329 1
426 413 2
881 520 1
626 854 2
35 706 1
448 580 2
290 324 2
867 652 1
760 966 1
489 933 2
809 849 1
717 357 2
469 309 2
688 818 2
97 462 1
806 248 2
561 380 1
993 474 1
18 399 1
436 511 1
826 235 2
75 604 1
174 929 2
686 802 2
603 469 2
798 524 2
33 479 1
578 123 1
99 192 2
907 806 1
266 50 1
902 116 2
33 685 2
904 814 1
546 76 2
116 26 2
557 457 1
909 866 2
925 477 1
684 509 1
477 189 2
797 190 2
645 2 2
230 907 2
720 131 1
244 796 2
689 776 2
178 673 1
200 490 1
694 530 2
380 492 1
978 702 2
561 66 2
817 352 2
937 906 2
820 39 1
826 442 1
439 523 1
335 27 2
25 786 2
42 177 1
270 365 1
629 788 1
472 647 1
716 500 1
825 762 1
78 523 1
450 540 2
119 176 2
666 376 1
743 889 1
815 120 2
509 949 2
294 169 1
426 710 2
350 929 2
424 146 2
381 300 2
849 806 2
882 363 2
976 409 1
436 427 2
575 376 1
126 287 1
650 23 2
615 221 2
936 273 2
691 521 2
245 765 1
239 379 1
458 816 1
456 960 2
376 146 1
22 78 2
92 542 2
861 65 2
34 696 1
246 421 2
56 603 2
719 603 1
944 428 1
964 910 2
873 745 1
947 275 2
138 622 1
440 391 2
629 205 1
375 280 1
701 659 1
183 202 1
277 162 1
79 157 2
712 1 2
193 325 2
62 37 1
144 671 2
661 290 2
950 96 2
603 857 1
877 979 1
491 693 1
361 897 1
306 118 2
923 32 2
509 826 1
331 752 2
981 552 1
62 709 2
18 110 1
218 445 2
532 465 2
717 120 2
85 213 2
915 609 2
645 206 2
741 649 2
602 83 1
97 473 1
496 447 2
39 321 2
301 15 1
587 995 1
250 760 1
309 676 1
975 98 1
426 164 2
656 48 2
981 705 1
753 400 2
423 810 1
219 45 2
697 593 2
826 541 2
453 751 1
484 691 1
513 733 2
97 100 2
623 622 2
548 563 2
606 156 1
94 209 1
839 207 2
259 963 2
80 699 1
298 579 1
685 702 1
5 722 2
976 692 1
494 693 1
571 291 1
450 925 1
610 242 2
971 36 1
130 289 2
913 32 2
538 657 2
137 475 1
672 87 1
322 649 2
652 652 2
939 404 1
14 952 1
989 414 2
554 834 2
191 886 1
722 448 1
927 494 1
529 600 1
86 166 1
158 352 1
962 553 1
848 983 1
219 334 1
615 874 1
305 861 2
372 134 1
38 422 2
708 369 2
855 918 1
303 240 2
353 812 1
529 992 2
206 697 2
30 731 2
599 320 2
926 601 1
248 834 2
275 858 1
203 996 1
644 831 1
286 611 2
666 100 1
257 919 1
809 219 2
195 623 2
535 626 1
761 974 2
929 268 1
301 222 2
683 274 2
700 739 2
375 43 2
178 4 2
873 132 1
237 246 1
525 8 2
12 11 1
514 395 1
567 3 1
907 396 2
417 372 1
457 30 1
915 756 2
311 948 1
288 895 1
844 879 2
412 102 1
387 427 1
513 762 2
552 847 2
135 900 2
247 697 1
965 758 2
414 640 2
786 433 1
501 913 2
929 160 1
403 566 2
777 251 1
669 533 1
985 939 2
727 739 1
816 639 2
249 602 2
407 914 2
80 5 1
754 626 1
521 270 1
8 604 1
584 740 1
542 996 1
705 451 2
965 477 2
91 904 1
766 991 1
766 460 1
873 67 2
528 164 2
590 767 2
313 363 1
60 296 2
347 264 2
820 356 1
125 869 1
744 413 2
63 688 1
329 180 1
149 95 2
162 231 1
804 643 2
508 607 2
666 60 1
515 5 2
36 887 2
821 316 2
88 931 1
905 318 2
685 596 1
567 887 1
866 295 2
234 21 1
852 587 2
105 781 2
94 793 2
349 890 2
121 516 1
663 688 1
558 488 2
448 697 1
770 173 2
982 309 2
612 826 1
44 867 2
837 575 1
818 206 1
617 642 1
448 21 1
691 575 1
477 335 2
977 728 2
897 592 2
947 835 2
361 307 2
894 547 1
8 982 1
518 165 2
648 996 1
803 625 2
254 896 1
809 56 2
467 118 1
151 170 1
943 293 2
511 306 2
317 337 2
772 730 2
135 764 1
689 699 1
38 888 2
848 882 2
269 997 1
482 511 2
739 618 1
139 850 2
238 710 1
915 654 2
817 538 2
959 671 1
783 882 2
752 365 1
813 803 1
569 17 2
699 725 1
508 90 1
478 326 2
619 285 2
580 933 2
658 854 2
44 587 2
571 796 2
907 893 1
204 501 2
102 665 1
509 716 1
109 438 1
935 880 1
884 424 1
337 593 1
421 911 1
489 329 1
525 427 1
983 93 1
241 415 2
283 685 2
488 852 2
43 40 1
761 676 2
693 518 1
303 162 2
340 227 2
622 890 2
689 456 2
221 226 2
544 346 2
715 805 1
998 562 2
507 889 1
38 558 2
582 527 1
685 481 1
282 639 2
743 914 1
749 833 1
686 595 2
239 163 1
81 209 1
782 904 2
816 411 2
943 970 1
260 954 2
699 42 2
413 902 2
883 448 1
376 759 1
221 55 2
408 272 1
788 357 2
383 831 1
352 877 2
6 249 2
341 950 2
969 608 1
73 995 1
2 752 2
676 644 1
402 704 1
759 168 2
612 895 2
494 748 2
373 305 2
686 979 1
960 111 2
222 32 2
287 303 1
517 649 1
626 233 1
461 645 1
668 763 2
883 962 2
332 512 1
303 360 2
461 301 1
822 625 1
474 908 1
265 736 2
85 37 1
938 43 2
946 406 2
639 214 1
934 280 2
877 515 1
310 699 2
335 189 1
617 509 2
341 903 1
595 852 1
181 97 1
631 906 1
154 879 2
637 83 2
943 464 1
120 735 1
654 588 2
856 710 2
774 332 1
168 758 1
243 697 1
716 669 1
555 372 2
495 773 2
761 381 2
384 809 2
10 748 1
233 975 1
93 836 2
905 523 2
34 646 1
450 553 1
704 522 2
646 180 2
58 63 2
229 159 1
876 335 1
375 54 1
498 962 1
42 912 2
107 234 1
33 667 2
712 702 2
439 683 1
419 358 1
350 98 1
773 308 2
212 301 1
623 343 2
311 611 1
408 41 1
446 116 1
278 318 1
345 131 2
363 757 2
205 903 2
329 51 1
705 146 1
650 834 1
945 974 2
931 8 2
379 801 1
185 877 2
486 773 2
232 148 1
149 730 2
366 503 1
783 794 2
592 94 2
887 931 2
323 690 2
810 762 1
125 241 1
60 554 2
601 59 2
184 850 2
52 605 1
159 19 1
684 330 1
919 199 1
402 500 1
436 21 1
258 74 1
128 104 2
47 917 1
803 992 2
342 186 1
320 361 1
19 558 2
579 550 1
45 160 2
373 528 1
957 729 1
164 332 2
98 363 2
658 114 1
668 601 2
468 867 1
9 468 1
885 721 2
575 77 1
688 794 1
406 438 1
83 168 1
605 202 1
869 443 2
336 293 2
589 720 1
398 195 1
986 113 1
535 235 1
771 56 2
270 478 1
465 285 1
631 236 2
578 302 1
925 676 1
695 360 1
317 846 1
304 388 1
288 236 2
958 493 1
242 551 2
374 195 1
901 547 1
75 416 1
834 666 1
551 735 2
297 914 1
608 161 1
593 886 1
804 84 1
30 908 2
911 514 2
763 960 2
953 87 1
927 623 1
703 41 2
958 834 2
952 182 2
98 427 1
966 639 2
720 469 2
266 415 1
853 999 2
301 180 2
612 625 2
524 818 1
393 288 2
588 259 2
757 412 2
236 305 1
276 572 2
305 145 1
782 73 2
792 922 2
428 420 2
152 312 2
666 818 2
233 160 1
435 270 2
588 778 2
205 657 2
972 516 2
448 135 1
995 704 2
737 822 1
645 250 1
573 203 1
261 65 1
616 81 1
647 960 1
511 91 1
292 35 2
483 695 1
673 702 1
821 76 2
945 373 2
267 938 1
740 320 2
439 270 1
219 132 1
29 898 2
403 654 1
247 352 2
359 86 1
762 940 2
7 862 1
827 282 2
388 186 1
67 2 2
453 741 1
843 606 2
440 348 1
199 536 2
344 455 2
60 200 1
305 331 2
867 638 2
26 72 1
333 421 2
601 907 2
432 151 2
91 938 1
797 85 2
856 49 2
109 738 1
756 963 1
354 561 1
77 83 1
717 237 1
836 970 2
44 551 2
254 402 1
168 831 2
703 814 2
629 549 2
484 80 2
203 320 1
137 365 2
274 633 2
973 681 2
525 370 1
550 648 2
821 764 1
198 461 2
39 641 1
513 608 1
937 987 2
681 46 1
838 582 1
963 943 1
994 7 2
962 43 1
522 763 2
152 124 1
970 129 2
214 655 1
746 341 2
603 225 2
267 897 2
962 63 2
122 783 2
700 774 1
961 57 1
679 906 2
305 764 2
35 682 2
102 884 2
873 439 2
99 359 2
298 60 1
888 648 1
644 942 2
112 27 2
637 588 2
987 347 2
366 528 1
180 775 2
338 269 1
450 432 1
363 722 2
315 577 2
673 767 1
258 234 1
703 985 2
76 105 2
413 173 2
672 359 1
209 154 2
901 874 1
472 715 1
823 312 1
158 710 1
358 729 2
218 651 1
253 405 2
568 140 2
163 731 1
400 608 2
180 813 2
425 710 1
256 860 1
702 349 2
881 742 2
910 661 2
536 536 1
221 589 1
213 512 1
442 795 2
559 605 2
550 297 2
82 615 2
588 887 2
540 928 1
333 526 1
579 52 2
968 265 2
220 840 2
838 869 1
237 659 1
463 72 1
372 671 1
657 357 1
467 751 1
637 95 1
11 476 2
20 236 2
522 903 1
252 676 1
511 962 1
641 136 2
991 244 1
369 372 2
409 860 1
600 677 2
35 355 2
130 620 2
171 613 1
240 869 2
819 817 2
978 425 1
755 92 1
938 967 1
783 275 1
26 466 1
15 656 1
295 16 1
581 389 1
702 434 2
159 29 1
347 470 1
40 378 1
461 848 2
355 54 1
884 380 1
871 369 1
938 780 2
620 219 1
680 246 2
866 987 2
221 70 1
196 452 1
7 574 2
278 177 2
919 811 1
132 771 1
354 634 2
179 703 1
412 222 1
683 462 1
480 747 1
465 806 1
978 278 1
941 518 2
837 779 2
828 256 2
436 36 2
586 625 1
954 630 2
345 794 1
228 921 1
731 334 1
97 943 2
118 977 1
95 833 2
221 97 1
481 549 2
870 700 1
557 675 1
875 62 2
133 57 1
302 430 2
442 253 1
101 487 1
575 720 1
763 980 2
839 94 2
273 928 2
446 383 1
372 711 1
824 123 2
32 155 1
385 599 2
504 555 1
284 128 2
30 387 1
251 145 1
896 381 2
798 306 2
886 210 1
469 7 2
956 244 1
84 434 1
182 404 2
549 188 1
39 847 2
829 163 2
152 536 1
115 275 2
119 461 2
312 808 2
632 780 1
698 155 2
229 285 2
55 958 1
158 984 1
702 468 2
399 384 2
814 859 2
556 811 1
555 923 1
662 477 1
651 163 1
846 425 2
55 419 1
26 306 2
929 827 2
159 994 1
417 795 2
125 166 2
247 272 2
190 547 2
543 398 2
879 471 2
80 599 2
829 695 2
584 727 2
237 96 1
706 32 1
133 626 1
602 483 2
377 110 2
192 748 2
137 301 2
211 889 2
427 378 2
189 597 2
413 322 1
972 292 1
42 604 2
908 990 2
660 679 1
399 651 1
429 617 2
140 96 2
500 158 2
456 853 1
251 92 2
58 808 2
230 299 1
985 58 2
125 625 2
87 82 2
335 358 1
922 973 1
197 947 2
231 473 1
995 140 1
544 137 1
451 158 2
876 68 2
538 429 2
297 977 2
500 81 2
117 301 1
646 406 2
249 666 1
838 296 2
682 418 2
355 715 1
151 170 1
407 316 1
680 904 2
116 746 2
610 845 1
548 321 1
426 526 2
838 60 2
594 619 1
986 48 1
637 972 1
401 625 2
287 368 2
808 675 1
516 266 1
205 476 1
287 391 2
818 896 2
861 901 1
220 116 1
983 730 1
760 421 2
56 71 2
969 165 2
201 559 1
70 337 2
414 649 1
196 278 2
437 730 2
328 800 2
467 122 1
279 521 1
249 560 1
954 959 1
825 737 1
417 938 2
357 111 1
465 769 2
412 579 1
699 801 1
788 5 1
449 620 2
670 59 2
215 239 2
44 220 2
543 938 1
795 585 2
451 230 2
826 342 2
412 234 2
54 756 1
545 134 1
230 135 2
418 194 2
862 708 1
652 347 2
467 991 2
185 919 1
259 455 2
774 604 1
891 859 2
798 375 1
702 627 1
755 72 1
211 902 2
688 781 1
674 83 2
803 789 1
145 198 2
180 578 2
325 825 2
115 159 1
625 335 1
598 642 2
443 574 2
422 304 2
473 738 1
1000 625 2
430 23 2
575 58 2
695 896 1
32 708 2
367 41 2
212 607 1
30 313 1
38 208 2
797 438 1
409 35 2
423 223 1
895 443 1
597 219 1
953 246 1
182 402 2
281 311 1
635 948 1
516 58 2
103 54 2
568 312 2
335 517 2
118 61 2
137 893 2
309 565 2
607 166 2
736 305 2
767 594 1
409 956 2
749 515 1
806 138 2
631 650 1
496 112 2
91 234 2
640 76 2
462 215 1
569 902 2
274 365 2
525 151 2
948 808 1
755 138 2
162 99 2
845 726 2
259 718 1
843 442 1
71 217 1
575 272 1
366 174 2
772 721 1
263 292 2
710 564 2
976 880 1
424 203 2
897 643 1
182 116 1
233 540 1
551 956 2
271 202 1
912 581 2
688 523 2
494 110 2
413 615 1
37 420 2
955 500 1
344 798 1
964 937 1
911 592 2
136 51 2
918 969 2
116 848 2
929 454 1
841 10 1
794 373 2
26 384 2
739 297 1
582 956 1
949 894 1
524 553 1
400 761 1
690 751 1
360 399 2
105 352 1
485 295 1
538 432 2
625 6 2
326 180 2
317 871 2
918 444 2
461 693 2
365 417 1
525 517 1
908 111 2
684 598 1
252 444 2
219 518 2
742 277 1
389 674 2
235 490 1
327 775 1
16 478 1
